epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,602.973,1.15172,0.76791,1.38108,0.83264,0.86188,0.91818,0.63987,1.0675,0.70509,1.43218,0.00149312,0.00149312,0.00149312
66,612.358,1.02374,0.74638,1.29405,0.88938,0.88836,0.93396,0.66083,1.06033,0.6452,1.43758,0.0014852,0.0014852,0.0014852
67,621.546,1.12819,0.77174,1.36725,0.8878,0.85635,0.91595,0.63416,1.07512,0.7176,1.41127,0.00147728,0.00147728,0.00147728
68,630.782,1.10282,0.79721,1.37852,0.8839,0.88398,0.91908,0.64835,1.01202,0.67667,1.42408,0.00146936,0.00146936,0.00146936
69,640.179,1.03987,0.68837,1.3446,0.8531,0.8984,0.93117,0.64946,1.06501,0.68328,1.45187,0.00146144,0.00146144,0.00146144
70,649.526,1.03877,0.69156,1.29606,0.88363,0.87845,0.92502,0.64589,1.07175,0.67109,1.42444,0.00145352,0.00145352,0.00145352
71,658.622,1.0845,0.76848,1.35229,0.89389,0.8674,0.92726,0.63323,1.05586,0.65474,1.42145,0.0014456,0.0014456,0.0014456
72,667.762,0.92439,0.65246,1.21434,0.88095,0.90608,0.93788,0.65282,1.06804,0.65384,1.42264,0.00143768,0.00143768,0.00143768
73,677.042,1.09001,0.78878,1.38222,0.88025,0.8895,0.92343,0.63833,1.10547,0.69938,1.45214,0.00142976,0.00142976,0.00142976
74,686.169,0.97145,0.68146,1.25406,0.86717,0.91713,0.89804,0.6142,1.10675,0.65548,1.44837,0.00142184,0.00142184,0.00142184
75,695.398,1.05772,0.69222,1.32409,0.8906,0.90055,0.94691,0.63946,1.11537,0.66422,1.45494,0.00141392,0.00141392,0.00141392
76,704.832,0.99477,0.654,1.26005,0.85767,0.91713,0.94179,0.64448,1.10555,0.6513,1.47643,0.001406,0.001406,0.001406
77,714.024,1.02292,0.72257,1.29173,0.86647,0.8895,0.93065,0.65172,1.02357,0.65194,1.40669,0.00139808,0.00139808,0.00139808
78,723.314,0.93102,0.64747,1.18776,0.84576,0.87854,0.92605,0.65017,1.05953,0.67979,1.4141,0.00139016,0.00139016,0.00139016
79,732.623,1.06926,0.75922,1.34769,0.90321,0.87649,0.93248,0.65226,1.0228,0.62067,1.41939,0.00138224,0.00138224,0.00138224
80,741.774,1.01399,0.73451,1.28501,0.83809,0.90055,0.92687,0.64998,1.03924,0.66173,1.43088,0.00137432,0.00137432,0.00137432
81,750.947,1.00756,0.70444,1.28486,0.8729,0.87275,0.92773,0.63981,1.03622,0.65333,1.40634,0.0013664,0.0013664,0.0013664
82,760.158,1.04779,0.70481,1.34616,0.89358,0.87845,0.94665,0.65016,1.03943,0.64627,1.42651,0.00135848,0.00135848,0.00135848
83,769.274,0.95776,0.64446,1.31931,0.86002,0.88257,0.91129,0.63156,1.06521,0.68688,1.45333,0.00135056,0.00135056,0.00135056
84,778.369,1.00523,0.69169,1.30973,0.87405,0.92021,0.94161,0.65198,1.10151,0.68638,1.44678,0.00134264,0.00134264,0.00134264
85,787.116,1.106,0.74466,1.49758,0.92349,0.86687,0.93172,0.6568,1.08915,0.66792,1.41137,0.00133472,0.00133472,0.00133472
86,796.245,1.0425,0.64559,1.39412,0.92354,0.85635,0.93618,0.64976,1.06349,0.68476,1.4175,0.0013268,0.0013268,0.0013268
87,805.239,1.0419,0.72377,1.31685,0.90993,0.89303,0.95058,0.65177,1.08424,0.66654,1.41334,0.00131888,0.00131888,0.00131888
88,814.661,0.97185,0.66676,1.28293,0.93596,0.88815,0.94637,0.64319,1.0949,0.66431,1.4153,0.00131096,0.00131096,0.00131096
89,824.028,0.94777,0.64156,1.22517,0.8584,0.9116,0.93531,0.6478,1.05341,0.65254,1.40768,0.00130304,0.00130304,0.00130304
90,833.034,0.91567,0.59404,1.1941,0.89326,0.88398,0.93066,0.64275,1.05042,0.66569,1.41184,0.00129512,0.00129512,0.00129512
91,841.979,1.04555,0.76332,1.29417,0.89768,0.87293,0.93232,0.64369,1.07115,0.68627,1.44643,0.0012872,0.0012872,0.0012872
92,851.101,0.93554,0.61963,1.2413,0.87364,0.91713,0.94776,0.65468,1.03272,0.63301,1.40931,0.00127928,0.00127928,0.00127928
93,860.297,1.01938,0.68434,1.33799,0.88981,0.8923,0.93524,0.65339,1.03268,0.63985,1.41828,0.00127136,0.00127136,0.00127136
94,869.375,0.91587,0.65008,1.23781,0.89607,0.90502,0.93545,0.65214,1.04033,0.61435,1.41626,0.00126344,0.00126344,0.00126344
95,878.616,0.97729,0.71953,1.23209,0.89679,0.86414,0.93092,0.65786,1.0411,0.68579,1.40165,0.00125552,0.00125552,0.00125552
96,888.134,0.99142,0.66597,1.29968,0.89048,0.85083,0.92818,0.65646,1.03307,0.67255,1.41188,0.0012476,0.0012476,0.0012476
97,897.242,0.96637,0.64736,1.21636,0.8652,0.8895,0.92274,0.64061,1.04626,0.66197,1.42533,0.00123968,0.00123968,0.00123968
98,906.474,0.9428,0.61936,1.23193,0.89309,0.8895,0.93335,0.64346,1.05286,0.6466,1.41735,0.00123176,0.00123176,0.00123176
99,915.835,1.1045,0.66131,1.3998,0.89862,0.89503,0.93018,0.66062,1.01773,0.63415,1.40108,0.00122384,0.00122384,0.00122384
100,925.216,0.92273,0.54475,1.22905,0.87632,0.87293,0.93107,0.65332,1.00524,0.64048,1.40949,0.00121592,0.00121592,0.00121592
101,934.458,1.02423,0.73286,1.25708,0.87333,0.8761,0.92064,0.64542,1.06465,0.70051,1.42573,0.001208,0.001208,0.001208
102,943.66,0.99677,0.63795,1.29893,0.88802,0.92006,0.94609,0.65955,1.04939,0.63316,1.42944,0.00120008,0.00120008,0.00120008
103,952.769,1.01181,0.65748,1.3065,0.88294,0.91713,0.92819,0.63731,1.03038,0.65281,1.43947,0.00119216,0.00119216,0.00119216
104,961.867,0.92569,0.64685,1.257,0.88106,0.9116,0.94308,0.65364,1.09962,0.64348,1.44135,0.00118424,0.00118424,0.00118424
105,970.881,0.91624,0.6033,1.16582,0.89532,0.89503,0.94069,0.65789,1.05323,0.6301,1.44394,0.00117632,0.00117632,0.00117632
106,980.16,0.99214,0.66104,1.31632,0.86031,0.88467,0.92031,0.6342,1.03208,0.6955,1.4067,0.0011684,0.0011684,0.0011684
107,989.184,1.0111,0.63097,1.30103,0.90305,0.90055,0.93536,0.6544,1.07252,0.65121,1.43303,0.00116048,0.00116048,0.00116048
108,998.089,1.09139,0.75408,1.32867,0.87456,0.88593,0.92745,0.6463,1.08545,0.65836,1.43701,0.00115256,0.00115256,0.00115256
109,1007.23,0.99595,0.66609,1.246,0.88873,0.88253,0.92945,0.64269,1.02396,0.64226,1.42286,0.00114464,0.00114464,0.00114464
110,1016.9,0.99208,0.62332,1.31131,0.86967,0.90055,0.93888,0.66038,1.05977,0.65363,1.42695,0.00113672,0.00113672,0.00113672
111,1026.05,1.01448,0.67119,1.31823,0.81903,0.91713,0.92829,0.6463,1.07555,0.66975,1.41935,0.0011288,0.0011288,0.0011288
112,1035.19,0.96653,0.63449,1.23899,0.86603,0.90608,0.93185,0.66759,0.99495,0.64263,1.41496,0.00112088,0.00112088,0.00112088
113,1044.31,0.83963,0.57419,1.23074,0.89893,0.88447,0.94489,0.65966,1.0344,0.67419,1.39852,0.00111296,0.00111296,0.00111296
114,1053.38,0.88823,0.60939,1.21134,0.89662,0.86188,0.93426,0.65008,1.0596,0.65151,1.41185,0.00110504,0.00110504,0.00110504
115,1062.66,0.91011,0.5964,1.20484,0.86958,0.92093,0.94499,0.66481,1.07608,0.63694,1.41613,0.00109712,0.00109712,0.00109712
116,1071.96,0.94249,0.67014,1.20544,0.86574,0.85083,0.93365,0.66513,1.03667,0.65331,1.40826,0.0010892,0.0010892,0.0010892
117,1081.5,0.9513,0.67989,1.3418,0.87567,0.89496,0.93096,0.6565,1.02018,0.62843,1.42698,0.00108128,0.00108128,0.00108128
118,1090.66,0.9539,0.71615,1.22544,0.89192,0.88398,0.9385,0.66038,1.03203,0.64711,1.415,0.00107336,0.00107336,0.00107336
119,1099.78,0.95469,0.58071,1.23943,0.85312,0.89854,0.93338,0.66589,1.02815,0.63672,1.40932,0.00106544,0.00106544,0.00106544
120,1108.88,0.96577,0.62765,1.25673,0.85487,0.91119,0.92359,0.66263,1.01743,0.63604,1.42259,0.00105752,0.00105752,0.00105752
121,1118.52,0.92027,0.6391,1.27686,0.87331,0.87599,0.92909,0.65386,1.0572,0.65302,1.443,0.0010496,0.0010496,0.0010496
122,1128,0.81944,0.57758,1.1405,0.85407,0.92265,0.95001,0.65919,1.04936,0.6695,1.41104,0.00104168,0.00104168,0.00104168
123,1137.12,1.0075,0.7227,1.27284,0.89502,0.89503,0.92384,0.65303,1.04154,0.6446,1.43288,0.00103376,0.00103376,0.00103376
124,1146.26,0.88663,0.62004,1.2387,0.87621,0.90055,0.92213,0.65517,1.03066,0.63387,1.42289,0.00102584,0.00102584,0.00102584
125,1155.34,0.93515,0.58336,1.20759,0.87556,0.89408,0.93241,0.64381,1.0234,0.64257,1.42798,0.00101792,0.00101792,0.00101792
126,1164.55,0.94166,0.5517,1.3087,0.88427,0.88647,0.92408,0.65918,1.03924,0.62588,1.42998,0.00101,0.00101,0.00101
127,1173.63,0.93772,0.62653,1.32844,0.88678,0.86188,0.9303,0.66162,1.02045,0.62867,1.42059,0.00100208,0.00100208,0.00100208
128,1182.7,1.00762,0.73867,1.31083,0.85551,0.90055,0.9141,0.64571,1.02163,0.63263,1.41301,0.00099416,0.00099416,0.00099416
129,1192.14,1.05036,0.60204,1.33069,0.85432,0.90719,0.91382,0.629,1.077,0.67033,1.43428,0.00098624,0.00098624,0.00098624
130,1201.68,0.98187,0.69285,1.27476,0.89714,0.87293,0.93416,0.66083,1.01874,0.64561,1.40259,0.00097832,0.00097832,0.00097832
131,1210.9,0.88778,0.79424,1.19253,0.89306,0.8674,0.93326,0.6736,1.02885,0.6371,1.41767,0.0009704,0.0009704,0.0009704
132,1220.23,0.99155,0.60719,1.37238,0.90675,0.86188,0.93735,0.67051,1.00682,0.6227,1.40351,0.00096248,0.00096248,0.00096248
133,1229.48,0.91376,0.53071,1.32903,0.91248,0.89503,0.94322,0.66505,1.05039,0.61339,1.42866,0.00095456,0.00095456,0.00095456
134,1238.77,0.92826,0.6471,1.24139,0.90356,0.87845,0.95339,0.67629,1.01193,0.62284,1.41355,0.00094664,0.00094664,0.00094664
135,1247.84,0.8668,0.55009,1.18684,0.87233,0.89503,0.93265,0.64863,1.06435,0.61312,1.4352,0.00093872,0.00093872,0.00093872
136,1257.09,0.98395,0.65744,1.31096,0.87337,0.8674,0.92998,0.66645,1.00498,0.61046,1.40518,0.0009308,0.0009308,0.0009308
137,1266.32,0.9709,0.70122,1.2927,0.89011,0.89501,0.92406,0.65891,1.03553,0.61259,1.41844,0.00092288,0.00092288,0.00092288
138,1275.52,0.96749,0.63755,1.40727,0.89024,0.90608,0.95522,0.65906,1.08003,0.62606,1.42775,0.00091496,0.00091496,0.00091496
139,1284.42,0.86161,0.60684,1.18715,0.89184,0.91108,0.94455,0.64887,1.05328,0.61313,1.42723,0.00090704,0.00090704,0.00090704
140,1293.61,0.95642,0.63829,1.20552,0.8635,0.90873,0.93126,0.6463,1.06144,0.62552,1.431,0.00089912,0.00089912,0.00089912
141,1302.8,1.08233,0.62034,1.43667,0.90628,0.8895,0.9326,0.65916,1.02892,0.64258,1.38532,0.0008912,0.0008912,0.0008912
142,1311.7,0.95478,0.57783,1.31275,0.90121,0.89503,0.94716,0.6483,1.1038,0.63916,1.45653,0.00088328,0.00088328,0.00088328
143,1320.71,0.97454,0.66289,1.27438,0.88821,0.8779,0.93962,0.66015,1.04726,0.61555,1.44223,0.00087536,0.00087536,0.00087536
144,1329.62,0.94824,0.57656,1.25603,0.89062,0.90608,0.9318,0.65242,1.01988,0.60944,1.4396,0.00086744,0.00086744,0.00086744
145,1338.75,0.91003,0.56391,1.25493,0.85622,0.8895,0.9396,0.64521,1.0624,0.64305,1.42955,0.00085952,0.00085952,0.00085952
146,1347.84,0.89178,0.63326,1.18115,0.8977,0.8674,0.9422,0.67627,1.02432,0.62174,1.42949,0.0008516,0.0008516,0.0008516
147,1356.89,0.90711,0.576,1.17474,0.86405,0.91295,0.93781,0.66724,1.02615,0.62542,1.43079,0.00084368,0.00084368,0.00084368
148,1365.83,0.9676,0.67299,1.29905,0.84977,0.90627,0.94182,0.66184,1.01239,0.60252,1.40967,0.00083576,0.00083576,0.00083576
149,1374.72,0.86026,0.55015,1.21093,0.86333,0.90608,0.93968,0.67291,1.02295,0.5984,1.4085,0.00082784,0.00082784,0.00082784
150,1383.77,0.96838,0.58586,1.27579,0.85471,0.91713,0.94253,0.6486,1.08251,0.61726,1.44107,0.00081992,0.00081992,0.00081992
151,1392.58,0.91671,0.61585,1.21959,0.88639,0.9052,0.94127,0.6614,1.07859,0.60775,1.43796,0.000812,0.000812,0.000812
152,1401.5,0.87884,0.60731,1.23173,0.87854,0.8792,0.93607,0.67274,1.01325,0.61525,1.41514,0.00080408,0.00080408,0.00080408
153,1410.47,0.8925,0.52736,1.23587,0.92236,0.83978,0.93695,0.66619,1.02938,0.60349,1.45393,0.00079616,0.00079616,0.00079616
154,1419.32,0.93774,0.53078,1.26356,0.85475,0.90608,0.93018,0.6569,1.07705,0.62544,1.4472,0.00078824,0.00078824,0.00078824
155,1428.64,0.91025,0.55873,1.22693,0.87985,0.89009,0.92323,0.65826,1.02952,0.63289,1.42308,0.00078032,0.00078032,0.00078032
156,1437.52,0.95864,0.57839,1.27217,0.89052,0.8988,0.93242,0.6675,1.02516,0.6094,1.41349,0.0007724,0.0007724,0.0007724
157,1446.35,0.93221,0.60488,1.31248,0.875,0.90608,0.93406,0.6725,1.03344,0.63745,1.41155,0.00076448,0.00076448,0.00076448
158,1455.52,0.85969,0.58439,1.17629,0.88822,0.87293,0.92078,0.65391,1.00688,0.61708,1.42693,0.00075656,0.00075656,0.00075656
159,1464.62,0.99595,0.61168,1.23049,0.87096,0.89499,0.92493,0.66176,1.03802,0.61857,1.4257,0.00074864,0.00074864,0.00074864
160,1473.66,1.00518,0.72611,1.33349,0.87468,0.89503,0.93838,0.66351,1.04864,0.61085,1.429,0.00074072,0.00074072,0.00074072
161,1482.79,0.95076,0.60488,1.3184,0.88355,0.9116,0.94942,0.65695,1.05785,0.60214,1.46565,0.0007328,0.0007328,0.0007328
162,1491.81,0.84487,0.53244,1.14158,0.85651,0.89503,0.93055,0.66362,1.01639,0.62227,1.42237,0.00072488,0.00072488,0.00072488
163,1500.65,0.84376,0.51903,1.14985,0.87607,0.9116,0.93528,0.65744,0.99327,0.60805,1.40375,0.00071696,0.00071696,0.00071696
164,1509.62,0.87471,0.61103,1.2126,0.86999,0.90608,0.93532,0.6648,1.00194,0.61239,1.40972,0.00070904,0.00070904,0.00070904
165,1518.8,0.92581,0.61914,1.2344,0.86278,0.9116,0.94397,0.66846,1.0053,0.62032,1.40993,0.00070112,0.00070112,0.00070112
166,1527.66,0.84168,0.52884,1.18707,0.88679,0.90055,0.93207,0.66514,1.02375,0.58575,1.44644,0.0006932,0.0006932,0.0006932
167,1536.74,0.96687,0.57457,1.29051,0.86834,0.8895,0.93506,0.66081,1.05136,0.60451,1.45095,0.00068528,0.00068528,0.00068528
168,1545.74,0.90034,0.49881,1.29017,0.88579,0.89989,0.93902,0.67749,1.01677,0.59385,1.4156,0.00067736,0.00067736,0.00067736
169,1554.86,0.85636,0.53704,1.18214,0.86699,0.90033,0.9296,0.66784,1.02519,0.60687,1.42818,0.00066944,0.00066944,0.00066944
170,1563.79,0.90801,0.56969,1.19507,0.85894,0.90835,0.92493,0.66748,1.02991,0.59823,1.45113,0.00066152,0.00066152,0.00066152
171,1572.96,1.00548,0.61869,1.27823,0.85541,0.92265,0.94483,0.67068,1.01955,0.60751,1.4076,0.0006536,0.0006536,0.0006536
172,1581.92,0.94378,0.53041,1.25753,0.88182,0.90694,0.94134,0.66841,1.04647,0.60526,1.4488,0.00064568,0.00064568,0.00064568
173,1590.76,0.90468,0.5708,1.28644,0.88288,0.91623,0.94761,0.66608,1.05867,0.59669,1.43533,0.00063776,0.00063776,0.00063776
174,1599.72,0.88989,0.62373,1.24458,0.86687,0.89936,0.92974,0.66341,1.0106,0.58359,1.42653,0.00062984,0.00062984,0.00062984
175,1608.55,0.88564,0.60296,1.23808,0.87395,0.88101,0.93157,0.66499,1.02258,0.6288,1.41808,0.00062192,0.00062192,0.00062192
176,1617.48,0.84913,0.68423,1.25483,0.89446,0.88968,0.94334,0.66872,1.0166,0.5896,1.43067,0.000614,0.000614,0.000614
177,1626.23,0.94798,0.64486,1.24703,0.87595,0.88398,0.93845,0.67738,0.99214,0.58873,1.4143,0.00060608,0.00060608,0.00060608
178,1635.07,0.94643,0.6366,1.27241,0.8864,0.8895,0.93144,0.66687,1.00333,0.6416,1.39678,0.00059816,0.00059816,0.00059816
179,1644.28,0.91889,0.62833,1.24217,0.86296,0.91713,0.93334,0.65648,1.03593,0.60077,1.45729,0.00059024,0.00059024,0.00059024
180,1653.23,0.80124,0.47893,1.20556,0.87276,0.90954,0.92875,0.664,1.04449,0.57655,1.44372,0.00058232,0.00058232,0.00058232
181,1662.23,0.982,0.68773,1.31378,0.87424,0.88338,0.92772,0.66386,1.04198,0.59798,1.45097,0.0005744,0.0005744,0.0005744
182,1671.16,0.88964,0.53812,1.25299,0.88455,0.9116,0.94167,0.68087,1.03815,0.59843,1.43807,0.00056648,0.00056648,0.00056648
183,1680.05,0.82837,0.48218,1.23992,0.87648,0.90608,0.93149,0.66656,1.03608,0.58325,1.47378,0.00055856,0.00055856,0.00055856
184,1689.17,0.82174,0.50067,1.12049,0.88984,0.89258,0.92735,0.65942,1.04884,0.57669,1.43943,0.00055064,0.00055064,0.00055064
185,1697.94,0.88743,0.52607,1.24046,0.89083,0.90162,0.93077,0.65357,1.0397,0.5879,1.45643,0.00054272,0.00054272,0.00054272
